,s101p11,s101p12a,s101p12b,s101p12c,s101p12d,s101p12e,s101p2a,s101p2b,s101p2c,s101p2d,s101p2e,s101p2f,s101p3a,s101p3b,s101p4a,s101p4b,s101p4b1,s101p5a,s101p5b,s101p5d,s101p5e,s101p5f,s101p5g,s101p61,s101p62,s101p63,s101p64,s101p65,s101p66,s101p67,s101p68,s101p71,s101p72,s101p73,s101p74,s101p75,s101p76,s101p77,s101p121,s101p122,s101p123,s101p124,s101p125,s101p126,s101p13,s101p141,s101p142,s101p143,s101p144,s101p171,s101p172,s101p173,s101p174,s101p175,s101p176,s101p181,s101p182,s101p183,label
62,0,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0.0,0.066667,0.0,0.12987,0.0,0.2,0.0,0.833333,0.833333,0.833333,0.833333,0.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,1,1,1,1,1.0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
63,1,0,0,0,0,0,0.833333,0.5,0.5,0.5,0.5,0.5,0.033333,0.033333,0.103896,0.085714,0.04,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1,0,0,1,0,0.25,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
64,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,0.016667,0.016667,0.051948,0.028571,0.04,0.0,0.833333,0.833333,0.833333,0.0,0.0,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,1,1,1,1,0.25,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2
65,0,0,0,0,0,0,0.333333,0.5,0.5,0.833333,0.833333,0.833333,0.033333,0.033333,0.064935,0.042857,0.04,0.0,0.833333,1.0,0.833333,0.0,0.0,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,0.25,0,1,1,1,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
66,0,0,0,0,1,1,0.833333,0.5,0.5,0.333333,0.0,0.0,0.066667,0.066667,0.064935,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,1,1,1,0,0.25,1,1,1,1,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.25,0
67,0,0,0,0,0,0,0.833333,0.833333,0.5,0.833333,0.833333,0.833333,0.05,0.05,0.064935,0.0,0.1,0.0,0.833333,0.5,0.833333,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,1,1,1,1,0.25,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
68,0,0,0,1,1,1,0.833333,0.5,0.5,0.833333,0.0,0.0,0.033333,0.033333,0.064935,0.0,0.1,0.0,0.833333,0.833333,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,0.75,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0
69,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.166667,0.166667,0.064935,0.0,0.1,0.0,0.833333,0.833333,0.0,0.833333,0.0,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,0,1,0,0,0.5,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
70,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.1,0.1,0.064935,0.028571,0.06,0.0,0.0,0.833333,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,0.5,1,1,1,1,0.25,0.0,0.25,0.0,0.0,0.75,1.0,0.5,0.75,2
71,1,1,0,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.1,0.1,0.103896,0.071429,0.04,0.833333,0.0,0.833333,0.833333,0.833333,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,0.5,1,1,1,1,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2
72,0,0,0,0,0,0,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.05,0.05,0.25974,0.0,0.0,0.666667,0.833333,1.0,0.833333,0.833333,0.0,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,1,0,1,1,1,0.75,1,1,1,1,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0
73,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.038961,0.0,0.06,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,1,1,1,1,1,0.25,1,1,1,1,0.25,0.25,0.25,0.0,0.0,0.0,0.75,0.25,0.25,2
74,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.038961,0.0,0.06,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,0.5,1,1,1,1,0.25,0.25,0.25,0.25,0.25,0.0,0.0,1.0,1.0,2
75,0,0,0,0,0,0,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.05,0.05,0.038961,0.0,0.06,0.333333,0.833333,0.833333,0.833333,0.833333,0.0,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,1,1,1,1,0.25,1,1,1,1,0.25,0.25,0.25,0.25,0.25,0.75,0.5,0.5,0.5,0
76,0,0,0,1,0,0,0.833333,0.833333,0.833333,0.0,0.833333,0.833333,0.033333,0.016667,0.25974,0.028571,0.28,0.666667,0.833333,1.0,0.833333,0.833333,0.0,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1,0,1,1,1,0.25,1,1,1,1,0.0,0.25,0.0,0.0,0.0,0.75,1.0,0.25,0.25,0
77,0,0,0,0,0,0,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.25,0.25,0.38961,0.0,0.6,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,1,1,1,1,0.5,1,1,1,1,0.25,0.25,0.25,0.25,0.25,0.0,0.25,1.0,1.0,0
78,0,0,0,0,0,0,0.166667,0.5,0.5,0.833333,0.5,0.833333,0.066667,0.066667,0.285714,0.0,0.44,0.333333,0.833333,0.166667,0.833333,0.833333,0.833333,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,0.25,1,1,1,1,0.25,0.25,0.25,0.25,0.25,0.25,0.0,1.0,0.75,0
79,0,0,0,0,0,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,0.166667,0.166667,0.25974,0.0,0.4,0.833333,0.0,0.833333,0.833333,0.833333,0.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,1,1,1,1,0.25,1,1,1,1,0.25,0.25,0.5,0.5,0.25,0.0,0.75,0.25,0.25,0
80,0,0,0,0,0,0,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.1,0.1,0.103896,0.0,0.16,0.666667,0.833333,0.833333,0.833333,0.0,0.0,0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1,0,1,1,1,0.5,1,1,1,1,0.0,0.25,0.25,0.25,0.0,0.0,0.75,0.5,0.0,0
81,1,0,0,0,0,0,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.155844,0.0,0.24,0.833333,0.0,0.833333,0.833333,0.833333,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,0.5,1,1,1,1,0.25,0.25,0.25,0.25,0.5,0.0,1.0,0.0,0.0,0
82,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.066667,0.066667,0.12987,0.0,0.18,0.833333,0.833333,0.833333,0.833333,0.0,0.0,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,0.75,1,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2
83,0,0,0,0,1,1,0.833333,0.333333,0.333333,0.833333,0.0,0.0,0.066667,0.066667,0.12987,0.0,0.2,0.666667,0.0,0.833333,0.833333,0.833333,0.0,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,1,1,1,1,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.25,0.25,0.5,0.5,0.75,0
84,0,1,1,1,1,1,0.166667,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.077922,0.0,0.12,0.0,0.833333,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1,1,0,1,0,0.5,0,0,0,0,0.0,0.25,0.0,0.0,0.0,1.0,1.0,0.25,0.5,2
85,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.0,0.0,0.0,0.0,0.051948,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1,1,0,1,1,1,0.5,1,1,1,1,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,2
86,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.066667,0.066667,0.051948,0.0,0.08,0.0,0.0,0.833333,0.833333,0.833333,0.0,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,0,1,0.75,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.5,0.0,2
87,1,0,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,0.0,0.025974,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1.0,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2
88,0,0,0,0,0,1,0.833333,0.333333,0.333333,0.333333,0.333333,0.833333,0.083333,0.083333,0.155844,0.085714,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,0,1,0,1,0.0,1,1,1,1,0.0,0.0,0.0,0.5,0.0,0.75,0.5,0.0,1.0,0
89,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.311688,0.342857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0.5,1,1,1,1,0.25,0.25,0.0,0.5,0.5,0.0,0.0,1.0,0.0,2
90,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.066667,0.066667,0.051948,0.0,0.08,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1,1,0,1,1,1,0.0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
91,1,0,0,0,1,1,0.833333,0.5,0.5,0.5,0.0,0.0,0.066667,0.033333,0.077922,0.042857,0.0,0.333333,0.0,0.0,0.833333,0.833333,0.0,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0,1.0,1,1,0,1,0,0,0.0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
92,0,1,1,1,1,1,0.5,0.833333,0.833333,0.0,0.0,0.0,0.116667,0.116667,0.233766,0.014286,0.34,0.666667,0.833333,0.833333,0.833333,0.0,0.0,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,0,1,0,0,1,0.75,1,1,1,1,0.0,0.25,0.25,0.0,0.25,0.0,0.75,1.0,0.0,2
93,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.166667,0.166667,0.155844,0.0,0.24,0.833333,0.0,0.0,0.833333,0.833333,0.0,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,0.75,1,1,1,1,0.75,0.75,0.75,0.75,0.75,0.25,0.5,0.5,0.5,2
94,0,0,0,1,1,1,0.166667,0.5,0.833333,0.0,0.0,0.0,0.1,0.1,0.077922,0.0,0.12,0.0,0.0,0.833333,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,0,0,1,0,0,0.25,0,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
95,0,0,1,1,1,1,0.166667,0.333333,0.833333,0.833333,0.0,0.0,0.1,0.1,0.064935,0.0,0.0,0.666667,0.833333,1.0,0.833333,0.833333,0.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,1,1,1,0,0.25,1,1,1,1,0.0,0.25,0.0,0.5,0.5,0.0,1.0,0.0,0.25,0
96,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.1,0.1,0.116883,0.0,0.18,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,0,0.0,1,1,1,1,0.5,0.25,0.5,0.0,0.0,0.25,0.25,0.0,0.0,2
97,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.133333,0.133333,0.194805,0.114286,0.14,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0,0,0,0.25,1,1,1,1,0.0,0.25,0.0,1.0,0.75,1.0,1.0,0.0,0.0,1
98,0,1,0,0,0,0,0.333333,0.833333,0.333333,0.333333,0.333333,0.333333,0.083333,0.083333,0.168831,0.0,0.24,0.833333,0.0,1.0,0.833333,0.833333,0.0,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,1.0,1,1,0,1,1,0,0.25,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
99,0,1,1,1,1,1,0.166667,0.833333,0.833333,0.0,0.0,0.0,0.033333,0.033333,0.103896,0.0,0.0,0.666667,0.0,0.833333,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,1,0,1,0,0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,0.25,0.75,0.0,1.0,0.25,1
100,0,0,0,0,1,1,0.833333,0.333333,0.333333,0.833333,0.0,0.0,0.133333,0.133333,0.142857,0.0,0.22,0.333333,0.333333,1.0,0.333333,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,1,1,1,1,1,0.0,1,1,1,1,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.0,0.25,0
101,0,0,0,1,1,0,0.833333,0.833333,0.833333,0.0,0.0,0.833333,0.1,0.1,0.168831,0.0,0.0,0.666667,0.0,0.0,0.0,0.833333,0.0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,1,1,1,1,0.0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
102,0,0,0,0,1,1,0.833333,0.833333,0.833333,0.833333,0.0,0.833333,0.083333,0.083333,0.207792,0.071429,0.12,0.333333,0.833333,1.0,0.833333,0.5,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,1,1,0,0,0.5,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
103,0,0,0,0,0,0,0.833333,0.333333,0.333333,0.333333,0.333333,0.333333,0.416667,0.35,0.25974,0.0,0.28,0.333333,0.833333,0.833333,0.833333,0.833333,0.833333,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,1,1,1,0,0.25,1,1,1,1,0.0,0.75,0.75,0.0,0.0,1.0,0.0,0.0,1.0,0
104,0,0,0,0,0,0,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.1,0.1,0.181818,0.085714,0.04,0.0,0.0,0.833333,0.833333,0.833333,0.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1,0,1,1,1,0.25,1,1,1,1,0.0,0.25,0.0,0.0,0.0,0.25,0.0,1.0,0.0,0
105,1,0,0,1,1,1,0.833333,0.5,0.5,0.833333,0.833333,0.0,0.266667,0.266667,0.077922,0.0,0.12,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,0,1,1,1,1,0.5,1,0,1,1,0.25,0.0,0.25,0.5,0.5,0.0,0.75,0.0,1.0,2
106,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.1,0.1,0.207792,0.114286,0.0,0.666667,0.0,0.833333,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,0.5,1,1,1,1,0.25,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,2
107,0,0,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.05,0.0,0.064935,0.0,0.1,0.333333,0.0,0.0,0.833333,0.833333,0.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,0.75,1,1,1,1,0.0,0.75,0.5,0.75,0.25,0.0,0.0,0.5,0.0,2
108,1,0,0,0,0,1,0.833333,0.5,0.5,0.833333,0.5,0.0,0.066667,0.066667,0.155844,0.0,0.24,0.333333,0.833333,0.833333,0.833333,0.833333,0.0,1,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,0,1,1,1,0.0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
109,0,0,0,1,1,0,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.066667,0.066667,0.103896,0.0,0.16,0.333333,0.0,0.0,0.833333,0.833333,0.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,0.75,1,1,1,1,0.5,0.0,0.0,0.0,0.0,0.25,0.5,1.0,0.0,0
110,0,0,0,0,0,0,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.077922,0.0,0.12,0.833333,0.833333,0.833333,0.833333,0.833333,0.0,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,1,0,1,1,0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
111,0,0,0,0,0,0,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.116667,0.0,0.194805,0.0,0.3,0.333333,0.0,0.0,0.833333,0.833333,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,0,1,1,0,0.75,1,1,1,1,0.0,0.0,0.0,0.5,0.25,0.0,0.75,0.0,0.0,0
112,0,0,0,0,0,0,0.833333,0.833333,0.833333,0.833333,0.333333,0.833333,0.1,0.0,0.311688,0.171429,0.0,0.0,0.0,0.0,0.666667,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,1,1,1,0,1.0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
113,1,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0.833333,0.1,0.1,0.103896,0.0,0.16,0.0,0.0,0.833333,0.0,0.833333,0.0,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1,0,1,0,1,0.25,1,1,1,1,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
114,0,0,0,0,1,1,1.0,0.333333,0.333333,0.333333,0.0,0.0,0.066667,0.033333,0.311688,0.171429,0.0,0.333333,0.0,0.0,0.666667,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,0,1,1,1,0.0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
115,0,0,0,0,1,0,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.0,0.168831,0.042857,0.14,0.0,0.0,1.0,0.0,0.833333,0.833333,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,0,1,1,1,0.25,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0
116,0,0,1,1,0,0,0.333333,0.333333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.077922,0.0,0.12,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0,0,0,0.5,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
117,0,0,0,0,0,0,0.833333,0.5,0.833333,0.833333,0.833333,0.833333,0.0,0.0,0.103896,0.0,0.16,0.0,0.0,0.0,0.833333,0.833333,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0.25,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0
118,1,0,0,0,1,1,0.833333,0.5,0.5,0.833333,0.833333,0.833333,0.066667,0.066667,0.12987,0.0,0.2,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,0,0,0,1,1,0.25,1,1,1,1,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.5,0.25,1
119,0,0,0,0,1,0,0.833333,0.333333,0.333333,0.833333,0.0,0.333333,0.133333,0.133333,0.311688,0.185714,0.08,0.5,0.833333,0.833333,0.833333,0.833333,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,0,1,0,0,0.0,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120,0,0,0,1,1,1,0.833333,0.833333,0.333333,0.833333,0.833333,0.833333,0.083333,0.083333,0.12987,0.0,0.2,0.0,0.0,0.166667,0.833333,0.666667,0.0,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1,0,1,0,1,0.5,1,1,1,1,0.0,0.5,0.5,0.0,0.0,0.0,0.75,0.25,0.25,0
121,0,0,0,1,1,1,0.833333,0.333333,0.333333,0.0,0.0,0.0,0.116667,0.116667,0.064935,0.0,0.1,0.333333,0.333333,0.333333,0.333333,0.0,0.0,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,0,0,0,1,0.25,1,1,1,1,0.25,0.0,0.25,0.0,0.0,0.0,0.5,0.5,0.25,0
122,0,0,0,1,1,1,1.0,0.333333,0.333333,0.833333,0.0,0.0,0.0,0.0,0.090909,0.028571,0.1,0.0,0.5,0.5,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,1,1,1,1,0.75,1,1,1,1,1.0,0.75,0.75,1.0,1.0,0.0,0.5,0.25,1.0,0
123,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.0,0.0,0.066667,0.066667,0.077922,0.0,0.12,0.333333,0.0,0.833333,0.833333,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,1,1,1,1,0.25,1,1,1,1,0.0,1.0,0.25,0.0,0.0,0.0,0.5,0.5,0.0,2
124,0,0,0,0,0,0,1.0,0.333333,0.333333,0.333333,0.333333,0.333333,0.166667,0.166667,0.077922,0.0,0.12,0.833333,0.833333,0.833333,0.833333,0.333333,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0.25,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0
125,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.051948,0.0,0.08,0.833333,0.0,1.0,0.833333,0.833333,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,1,0,1,0,0,0.5,1,1,1,1,0.0,0.25,0.5,0.0,0.0,1.0,0.5,0.5,0.5,1
